#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-3M/9/5Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-3M/10/7Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-3M/11/10Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-3M/12/15Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-3M/13/20Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-3M/14/25Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-3M/15/30Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/0/2W,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/1/1M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/2/3M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/3/6M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/4/9M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/5/1Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/6/2Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/9/5Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:DiscountCurve/EUR/11/10Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/10/7Y:DiscountCurve/EUR/12/15Y,Cross,9.62,0.000100,0.000100,9.64,0.02
INDEX_CDS,DiscountCurve/EUR/10/7Y:DiscountCurve/EUR/13/20Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:DiscountCurve/EUR/14/25Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:DiscountCurve/EUR/15/30Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/0/2W,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/1/1M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/2/3M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/3/6M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/4/9M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/5/1Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/6/2Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/7/3Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/8/4Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/9/5Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/10/7Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/11/10Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/12/15Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/13/20Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/14/25Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EONIA/15/30Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/0/2W,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/1/1M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/2/3M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/3/6M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/4/9M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/5/1Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/6/2Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/7/3Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/8/4Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/9/5Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/10/7Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/11/10Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/12/15Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/13/20Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/14/25Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-1M/15/30Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/0/2W,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/1/1M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/2/3M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/3/6M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/4/9M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/5/1Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/6/2Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/7/3Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/8/4Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/9/5Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/10/7Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/11/10Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/12/15Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/13/20Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/14/25Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-3M/15/30Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/0/2W,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/1/1M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/2/3M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/3/6M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/4/9M,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/5/1Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/6/2Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/10/7Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,9.62,0.000100,0.000100,9.62,0.00
INDEX_CDS,DiscountCurve/EUR/11/10Y:DiscountCurve/EUR/12/15Y,Cross,9.62,0.000100,0.000100,9.83,0.21
INDEX_CDS,DiscountCurve/EUR/11/10Y:DiscountCurve/EUR/13/20Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:DiscountCurve/EUR/14/25Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:DiscountCurve/EUR/15/30Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/0/2W,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/1/1M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/2/3M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/3/6M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/4/9M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/5/1Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/6/2Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/7/3Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/8/4Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/9/5Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/10/7Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/11/10Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/12/15Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/13/20Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/14/25Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/15/30Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/0/2W,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/1/1M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/2/3M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/3/6M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/4/9M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/5/1Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/6/2Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/7/3Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/8/4Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/9/5Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/10/7Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/11/10Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/12/15Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/13/20Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/14/25Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/15/30Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/0/2W,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/1/1M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/2/3M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/3/6M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/4/9M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/5/1Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/6/2Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/7/3Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/8/4Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/9/5Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/10/7Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/11/10Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/12/15Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/13/20Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/14/25Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/15/30Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/0/2W,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/1/1M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/2/3M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/3/6M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/4/9M,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/5/1Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/6/2Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,9.62,0.000100,0.000100,9.82,0.20
INDEX_CDS,DiscountCurve/EUR/12/15Y:DiscountCurve/EUR/13/20Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:DiscountCurve/EUR/14/25Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:DiscountCurve/EUR/15/30Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/0/2W,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/1/1M,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/2/3M,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/3/6M,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/4/9M,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/5/1Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/6/2Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/7/3Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/8/4Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/9/5Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/10/7Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/11/10Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/12/15Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/13/20Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/14/25Y,Cross,9.62,0.000100,0.000100,9.63,0.01
INDEX_CDS,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/15/30Y,Cross,9.62,0.000100,0.000100,9.63,0.01
